@relation 'fin_table-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6'

@attribute crop numeric
@attribute state {Orissa,'Andhra Pradesh',Rajasthan,Chhattisgarh,Gujarat,Haryana,'Madhya Pradesh','Tamil Nadu','Uttar Pradesh','Himachal Pradesh',Uttarakhand,Punjab,'Telangana ','Arunachal Pradesh','Jammu and Kashmir ',Kerala,Meghalaya}
@attribute district numeric
@attribute season numeric
@attribute year numeric
@attribute total_cost numeric
@attribute temp numeric
@attribute rainfall numeric
@attribute yield_ton_hect numeric

@data
4,Chhattisgarh,29,0,2012,16543.219,14.92,11.88,0.2
4,Haryana,232,1,2013,22740.761,23.0075,78.03,0.2
3,'Madhya Pradesh',109,1,2012,29657.892,22.51,244.2,0.2
3,'Madhya Pradesh',110,0,2013,32509.661,15.305,10.93,0.2
12,'Uttar Pradesh',200,1,2012,52693.677,22.51,138.83,0.2
12,'Uttar Pradesh',167,1,2013,16558.058,23.0075,162.93,0.2
12,'Uttar Pradesh',168,1,2013,2884.012,23.0075,162.93,0.2
12,'Uttar Pradesh',172,1,2013,2860.816,23.0075,162.93,0.2
12,'Uttar Pradesh',185,1,2013,30374.813,23.0075,162.93,0.200081
12,'Uttar Pradesh',173,1,2013,2847.333,23.0075,162.93,0.200085
12,'Uttar Pradesh',171,1,2013,2307.903,23.0075,162.93,0.200399
12,'Uttar Pradesh',189,1,2014,16090.9,22.7575,136,0.200684
17,Chhattisgarh,27,1,2012,25815.503,22.51,284.48,0.200811
18,'Madhya Pradesh',76,1,2013,31704.2,23.0075,271.33,0.201479
16,Orissa,123,0,2014,22037.827,15.065,10.9,0.202105
17,Chhattisgarh,22,1,2012,25811.515,22.51,284.48,0.20237
3,'Madhya Pradesh',69,1,2013,31748.387,23.0075,271.33,0.202466
12,Gujarat,47,1,2012,21722.1,22.51,169.85,0.202479
4,'Madhya Pradesh',77,0,2014,25638.8,15.065,20.1,0.202532
4,Orissa,127,1,2012,13917.7,22.51,262.43,0.203019
12,'Telangana ',8,1,2012,20212.97,22.51,204.05,0.203604
12,'Uttar Pradesh',177,1,2013,4365.757,23.0075,162.93,0.203987
12,'Himachal Pradesh',177,1,2013,77081.462,23.0075,134.1,0.203987
7,'Uttar Pradesh',156,1,2012,23917.183,22.51,138.83,0.204819
12,'Uttar Pradesh',181,1,2013,30033.573,23.0075,162.93,0.204989
4,'Madhya Pradesh',77,0,2012,20158,14.92,1.55,0.205128
4,Orissa,238,0,2014,21957.6,15.065,10.9,0.205862
12,Chhattisgarh,161,1,2012,25896.785,22.51,284.48,0.205882
12,'Uttar Pradesh',161,1,2012,43693.425,22.51,138.83,0.205882
8,'Telangana ',7,0,2012,25446.229,14.92,1.73,0.206009
3,'Madhya Pradesh',89,0,2012,41385.58,14.92,1.55,0.206897
12,'Telangana ',8,0,2012,26001.438,14.92,1.73,0.206989
4,Orissa,124,0,2013,15777,15.305,3.3,0.206996
4,'Madhya Pradesh',95,1,2013,20336.1,23.0075,271.33,0.208016
4,'Madhya Pradesh',107,1,2012,20158,22.51,244.2,0.209149
4,Orissa,238,0,2013,15777,15.305,3.3,0.209174
4,'Madhya Pradesh',69,1,2013,20336.1,23.0075,271.33,0.209302
12,'Uttar Pradesh',178,1,2012,39727.55,22.51,138.83,0.209302
17,'Madhya Pradesh',91,1,2013,16965.275,23.0075,271.33,0.209804
12,'Uttar Pradesh',181,1,2014,16090.9,22.7575,136,0.209979
3,Orissa,124,0,2012,15277.9,14.92,14.6,0.21
4,'Madhya Pradesh',101,1,2014,25638.8,22.7575,187,0.210024
19,Chhattisgarh,30,1,2012,16545.034,22.51,284.48,0.210048
12,'Andhra Pradesh',10,0,2014,29638.9,15.065,4.28,0.210056
12,'Andhra Pradesh',3,0,2014,29638.9,15.065,4.28,0.210227
12,'Andhra Pradesh',218,0,2014,29638.9,15.065,4.28,0.210247
12,'Andhra Pradesh',5,0,2014,29638.9,15.065,4.28,0.210465
12,'Andhra Pradesh',6,1,2012,19375.6,22.51,207.4,0.210526
3,'Madhya Pradesh',100,0,2012,30147.276,14.92,1.55,0.210526
12,'Uttar Pradesh',161,1,2013,14758.86,23.0075,162.93,0.210526
12,Chhattisgarh,161,1,2013,77081.462,23.0075,269.3,0.210526
12,'Andhra Pradesh',14,0,2014,29638.9,15.065,4.28,0.210634
12,Orissa,123,0,2014,24694.3,15.065,10.9,0.211111
4,'Madhya Pradesh',86,1,2012,20158,22.51,244.2,0.211268
12,'Uttar Pradesh',201,1,2012,37364.261,22.51,138.83,0.211268
12,'Andhra Pradesh',11,1,2014,29638.9,22.7575,167.43,0.211843
12,Orissa,132,0,2014,24694.3,15.065,10.9,0.212007
12,'Uttar Pradesh',172,1,2012,23158.092,22.51,138.83,0.212121
12,Orissa,131,2,2013,15886.1,23.605,278.9,0.2125
4,'Madhya Pradesh',85,1,2012,20158,22.51,244.2,0.212598
4,Orissa,120,0,2014,21957.6,15.065,10.9,0.212874
3,Orissa,1,0,2012,15277.9,14.92,14.6,0.212903
17,'Madhya Pradesh',68,1,2012,35858.89,22.51,244.2,0.213841
3,Orissa,120,2,2014,28228.053,23.8,313.95,0.213947
12,Orissa,122,0,2012,12859.9,14.92,14.6,0.214021
12,Orissa,128,0,2013,15886.1,15.305,3.3,0.214155
17,'Madhya Pradesh',98,1,2014,17978.2,22.7575,187,0.214286
3,'Madhya Pradesh',86,1,2012,22748.128,22.51,244.2,0.214286
7,'Uttar Pradesh',175,1,2013,52717.667,23.0075,162.93,0.214286
3,'Tamil Nadu',134,1,2013,25275.4,23.0075,98.7,0.214592
16,'Uttar Pradesh',190,0,2014,41477.3,15.065,24.25,0.214961
12,'Uttar Pradesh',188,1,2012,39201.672,22.51,138.83,0.215025
12,'Uttar Pradesh',159,1,2012,43693.425,22.51,138.83,0.215385
12,'Uttar Pradesh',180,1,2012,23402.97,22.51,138.83,0.215447
17,'Madhya Pradesh',66,1,2014,17978.2,22.7575,187,0.215686
12,'Andhra Pradesh',218,0,2012,19375.6,14.92,10.08,0.215701
12,'Andhra Pradesh',10,0,2012,19375.6,14.92,10.08,0.215904
4,'Madhya Pradesh',107,1,2013,20336.1,23.0075,271.33,0.215909
12,'Uttar Pradesh',184,1,2013,29125.911,23.0075,162.93,0.216001
12,'Uttar Pradesh',191,1,2012,39337.353,22.51,138.83,0.216102
12,'Andhra Pradesh',14,0,2012,19375.6,14.92,10.08,0.216192
12,'Andhra Pradesh',5,0,2012,19375.6,14.92,10.08,0.216357
12,'Uttar Pradesh',170,1,2012,40368.497,22.51,138.83,0.216435
12,Orissa,119,2,2013,15886.1,23.605,278.9,0.216456
12,'Andhra Pradesh',3,0,2012,19375.6,14.92,10.08,0.21657
12,'Uttar Pradesh',183,1,2012,40408.021,22.51,138.83,0.21671
12,'Uttar Pradesh',175,1,2012,23202.26,22.51,138.83,0.216821
12,'Uttar Pradesh',155,1,2012,23602.757,22.51,138.83,0.216884
4,'Madhya Pradesh',100,1,2012,20158,22.51,244.2,0.216907
17,'Madhya Pradesh',102,1,2014,17978.2,22.7575,187,0.216916
4,'Madhya Pradesh',102,1,2012,20158,22.51,244.2,0.216938
12,'Uttar Pradesh',160,1,2012,43693.425,22.51,138.83,0.217069
12,'Uttar Pradesh',196,1,2012,41091.889,22.51,138.83,0.217184
12,'Uttar Pradesh',207,1,2012,36516.481,22.51,138.83,0.217391
3,Orissa,132,0,2013,16405.6,15.305,3.3,0.218
12,'Uttar Pradesh',164,1,2012,26822.388,22.51,138.83,0.218241
3,'Madhya Pradesh',90,0,2013,32801.832,15.305,10.93,0.218531
12,'Uttar Pradesh',192,1,2012,38591.395,22.51,138.83,0.218954
12,'Uttar Pradesh',179,1,2012,25576.846,22.51,138.83,0.218978
16,Orissa,123,0,2013,22986.618,15.305,3.3,0.219048
12,'Uttar Pradesh',167,1,2012,26767.53,22.51,138.83,0.219048
3,'Madhya Pradesh',90,0,2012,41416.795,14.92,1.55,0.219149
17,'Madhya Pradesh',99,1,2014,17978.2,22.7575,187,0.219203
12,Orissa,123,1,2012,12859.9,22.51,262.43,0.22
12,Orissa,121,2,2014,24694.3,23.8,313.95,0.22
7,'Uttar Pradesh',197,1,2013,39431.327,23.0075,162.93,0.22
12,'Uttar Pradesh',166,1,2012,26918.865,22.51,138.83,0.220126
12,Orissa,123,0,2013,15886.1,15.305,3.3,0.22029
3,Chhattisgarh,31,1,2012,20487.551,22.51,284.48,0.220588
12,Uttarakhand,212,1,2012,97196.441,22.51,257.98,0.220736
3,Orissa,124,0,2013,16405.6,15.305,3.3,0.222
12,Orissa,133,1,2012,12859.9,22.51,262.43,0.222222
3,'Madhya Pradesh',103,1,2012,27986.678,22.51,244.2,0.222222
16,'Tamil Nadu',142,0,2012,37113.801,14.92,4.9,0.222222
12,'Uttar Pradesh',156,1,2012,24083.118,22.51,138.83,0.222222
12,'Uttar Pradesh',169,1,2012,25946.622,22.51,138.83,0.222222
12,'Uttar Pradesh',193,1,2012,31586.24,22.51,138.83,0.222222
7,'Uttar Pradesh',254,1,2014,44592.237,22.7575,136,0.222222
12,Punjab,241,1,2013,113134.477,23.0075,93.9,0.222222
17,'Madhya Pradesh',103,1,2012,40908.955,22.51,244.2,0.222798
12,Orissa,120,0,2013,15886.1,15.305,3.3,0.222951
3,Orissa,120,0,2014,17891.896,15.065,10.9,0.22298
16,Orissa,1,0,2014,22214.559,15.065,10.9,0.222983
3,Orissa,133,0,2012,15277.9,14.92,14.6,0.223529
4,'Madhya Pradesh',66,1,2012,20158,22.51,244.2,0.224063
12,'Andhra Pradesh',5,1,2012,19375.6,22.51,207.4,0.224138
4,Orissa,124,0,2014,21957.6,15.065,10.9,0.224995
12,Orissa,133,1,2013,15886.1,23.0075,308.5,0.225
3,Orissa,124,0,2014,36168.905,15.065,10.9,0.225
3,Orissa,122,1,2013,16405.6,23.0075,308.5,0.225111
3,'Madhya Pradesh',88,1,2012,22792.99,22.51,244.2,0.225201
12,'Andhra Pradesh',11,1,2012,19375.6,22.51,207.4,0.226186
12,Orissa,128,2,2014,24694.3,23.8,313.95,0.226316
16,'Andhra Pradesh',5,0,2013,29135.748,15.305,8.65,0.227141
12,'Andhra Pradesh',2,1,2012,19375.6,22.51,207.4,0.227273
12,'Andhra Pradesh',3,1,2012,19375.6,22.51,207.4,0.227273
13,Chhattisgarh,30,0,2012,16602.881,14.92,11.88,0.227273
16,'Tamil Nadu',137,0,2012,39699.181,14.92,4.9,0.227273
7,'Uttar Pradesh',183,1,2014,42175.801,22.7575,136,0.227273
4,Chhattisgarh,27,1,2012,20474.487,22.51,284.48,0.227795
4,Orissa,122,1,2012,13917.7,22.51,262.43,0.228011
10,'Uttar Pradesh',163,0,2014,32529.7,15.065,24.25,0.228691
3,'Madhya Pradesh',85,1,2012,22732.705,22.51,244.2,0.229508
3,'Madhya Pradesh',99,1,2012,22745.699,22.51,244.2,0.229539
18,'Madhya Pradesh',98,1,2013,31704.2,23.0075,271.33,0.230272
12,Orissa,1,0,2012,12859.9,14.92,14.6,0.230983
16,Orissa,122,0,2013,22986.618,15.305,3.3,0.231065
3,'Madhya Pradesh',95,1,2014,36089.459,22.7575,187,0.231092
4,Chhattisgarh,30,1,2012,34635.128,22.51,284.48,0.231361
3,'Madhya Pradesh',95,0,2012,24504.097,14.92,1.55,0.231481
4,'Madhya Pradesh',95,1,2012,20158,22.51,244.2,0.231525
3,'Madhya Pradesh',95,1,2012,22746.548,22.51,244.2,0.231633
4,'Madhya Pradesh',98,1,2013,20336.1,23.0075,271.33,0.231825
3,'Madhya Pradesh',106,1,2012,29557.738,22.51,244.2,0.232104
12,Haryana,233,1,2012,33118.619,22.51,89.45,0.232558
3,Orissa,122,0,2012,15277.9,14.92,14.6,0.232941
12,'Andhra Pradesh',5,1,2013,27358.5,23.0075,207.25,0.233161
4,Orissa,1,2,2012,13917.7,23.675,288.33,0.233333
3,'Madhya Pradesh',109,1,2014,32006.756,22.7575,187,0.233333
4,'Madhya Pradesh',65,1,2012,20158,22.51,244.2,0.233362
4,'Madhya Pradesh',89,0,2013,20336.1,15.305,10.93,0.23356
12,'Uttar Pradesh',187,1,2013,29391.825,23.0075,162.93,0.233862
4,Orissa,1,0,2012,13917.7,14.92,14.6,0.23401
7,'Uttar Pradesh',194,1,2012,25177.084,22.51,138.83,0.234043
3,'Madhya Pradesh',95,0,2013,33046.207,15.305,10.93,0.234694
3,'Andhra Pradesh',3,0,2014,25132.6,15.065,4.28,0.234979
4,Orissa,124,0,2012,13917.7,14.92,14.6,0.234993
4,'Madhya Pradesh',80,1,2012,20158,22.51,244.2,0.235122
12,'Andhra Pradesh',3,1,2013,27358.5,23.0075,207.25,0.235294
17,'Madhya Pradesh',94,1,2014,17978.2,22.7575,187,0.235294
7,'Uttar Pradesh',197,1,2012,32916.466,22.51,138.83,0.235294
12,'Uttar Pradesh',168,1,2012,25943.825,22.51,138.83,0.235294
12,'Uttar Pradesh',205,1,2012,37187.37,22.51,138.83,0.235294
7,'Uttar Pradesh',254,1,2013,39431.327,23.0075,162.93,0.235294
9,Chhattisgarh,26,1,2012,25796.842,22.51,284.48,0.235616
3,Orissa,127,0,2014,21958.968,15.065,10.9,0.235714
5,Gujarat,39,1,2012,48014.6,22.51,169.85,0.236072
12,'Andhra Pradesh',2,1,2013,27358.5,23.0075,207.25,0.236364
12,'Uttar Pradesh',203,1,2012,37063.685,22.51,138.83,0.236973
4,Orissa,132,0,2014,21957.6,15.065,10.9,0.23698
4,Orissa,129,2,2014,21957.6,23.8,313.95,0.236996
16,Orissa,131,0,2014,27537.933,15.065,10.9,0.237158
16,Orissa,122,0,2014,22301.099,15.065,10.9,0.2372
7,'Uttar Pradesh',189,1,2012,24292.162,22.51,138.83,0.237288
12,Orissa,130,0,2012,12859.9,14.92,14.6,0.237975
12,Haryana,53,1,2013,44131.604,23.0075,78.03,0.238095
7,'Uttar Pradesh',183,1,2012,21879.835,22.51,138.83,0.238095
3,'Madhya Pradesh',77,1,2014,22798.814,22.7575,187,0.238384
4,'Madhya Pradesh',87,1,2012,20158,22.51,244.2,0.238537
17,Chhattisgarh,28,1,2012,31491.04,22.51,284.48,0.238579
12,Orissa,238,0,2013,15886.1,15.305,3.3,0.238889
3,'Madhya Pradesh',80,1,2012,22808.413,22.51,244.2,0.23899
3,'Madhya Pradesh',68,1,2014,22859.099,22.7575,187,0.238994
3,'Madhya Pradesh',101,0,2013,32817.658,15.305,10.93,0.239031
4,Chhattisgarh,25,0,2012,16545.034,14.92,11.88,0.23913
3,'Madhya Pradesh',85,1,2014,38018.836,22.7575,187,0.239583
4,Orissa,133,1,2012,13917.7,22.51,262.43,0.239986
4,Orissa,1,2,2013,15777,23.605,278.9,0.24
12,Orissa,131,0,2014,24694.3,15.065,10.9,0.24
7,'Uttar Pradesh',197,1,2014,42175.801,22.7575,136,0.24
3,'Madhya Pradesh',101,1,2012,22745.699,22.51,244.2,0.240602
12,Orissa,122,1,2012,12859.9,22.51,262.43,0.240741
16,Orissa,119,0,2012,24382.3,14.92,14.6,0.241111
17,'Madhya Pradesh',94,1,2013,16968.666,23.0075,271.33,0.241379
3,Chhattisgarh,25,0,2012,16633.582,14.92,11.88,0.241935
12,'Uttar Pradesh',204,1,2013,33789.954,23.0075,162.93,0.242046
4,'Madhya Pradesh',100,1,2013,20336.1,23.0075,271.33,0.242178
13,Chhattisgarh,24,0,2012,16603.845,14.92,11.88,0.242424
18,Uttarakhand,211,1,2013,132762.174,23.0075,228.3,0.242424
12,'Uttar Pradesh',203,1,2013,35588.469,23.0075,162.93,0.242997
12,Orissa,133,1,2014,24694.3,22.7575,318.85,0.243056
3,'Tamil Nadu',141,1,2013,25275.4,23.0075,98.7,0.244094
4,'Madhya Pradesh',93,1,2012,20158,22.51,244.2,0.245
18,'Madhya Pradesh',100,1,2013,31704.2,23.0075,271.33,0.245621
18,'Madhya Pradesh',106,1,2013,31704.2,23.0075,271.33,0.245638
3,'Madhya Pradesh',89,0,2013,32938.812,15.305,10.93,0.245763
3,Orissa,133,1,2014,34717.345,22.7575,318.85,0.246
12,Orissa,122,0,2014,24694.3,15.065,10.9,0.246053
16,'Tamil Nadu',139,0,2012,39094.957,14.92,4.9,0.246212
3,'Madhya Pradesh',108,1,2014,32973.737,22.7575,187,0.246377
3,Orissa,132,2,2014,31108.663,23.8,313.95,0.246667
4,Uttarakhand,212,2,2012,97196.441,23.675,268.3,0.246753
3,Orissa,120,0,2013,16405.6,15.305,3.3,0.246992
4,Orissa,123,1,2012,13917.7,22.51,262.43,0.247059
12,'Uttar Pradesh',199,1,2012,39086.246,22.51,138.83,0.247278
12,Rajasthan,199,1,2012,77081.462,22.51,75.25,0.247278
10,'Madhya Pradesh',107,0,2014,33952.4,15.065,20.1,0.24728
12,'Uttar Pradesh',186,1,2012,41434.102,22.51,138.83,0.247584
3,Orissa,125,2,2012,15277.9,23.675,288.33,0.248001
5,'Andhra Pradesh',6,1,2012,81695.3,22.51,207.4,0.248003
12,'Uttar Pradesh',204,1,2014,16090.9,22.7575,136,0.248085
12,'Uttar Pradesh',157,1,2012,24085.915,22.51,138.83,0.248234
4,Chhattisgarh,24,0,2012,16542.883,14.92,11.88,0.248366
3,'Uttar Pradesh',182,1,2014,38664.363,22.7575,136,0.248731
3,Chhattisgarh,25,1,2012,25827.683,22.51,284.48,0.248826
12,'Andhra Pradesh',14,1,2012,19375.6,22.51,207.4,0.25
3,Orissa,127,1,2012,15277.9,22.51,262.43,0.25
4,Orissa,129,2,2012,13917.7,23.675,288.33,0.25
12,'Andhra Pradesh',6,1,2013,27358.5,23.0075,207.25,0.25
3,Orissa,127,1,2013,16405.6,23.0075,308.5,0.25
3,Orissa,133,1,2013,16405.6,23.0075,308.5,0.25
3,Orissa,124,2,2013,16405.6,23.605,278.9,0.25
18,'Madhya Pradesh',107,1,2012,27012.4,22.51,244.2,0.25
4,'Madhya Pradesh',102,0,2012,20158,14.92,1.55,0.25
4,'Madhya Pradesh',84,1,2014,25638.8,22.7575,187,0.25
4,'Madhya Pradesh',91,0,2014,25638.8,15.065,20.1,0.25
3,'Tamil Nadu',144,1,2013,25275.4,23.0075,98.7,0.25
16,Orissa,121,0,2014,22434.185,15.065,10.9,0.25
3,Chhattisgarh,23,1,2012,25468.836,22.51,284.48,0.25
4,Chhattisgarh,31,0,2012,16543.352,14.92,11.88,0.25
13,Chhattisgarh,25,0,2012,16602.881,14.92,11.88,0.25
13,'Madhya Pradesh',103,0,2012,24362.442,14.92,1.55,0.25
3,'Madhya Pradesh',81,1,2013,35496.773,23.0075,271.33,0.25
13,'Madhya Pradesh',103,0,2013,22798.814,15.305,10.93,0.25
3,'Madhya Pradesh',84,1,2014,38018.836,22.7575,187,0.25
3,'Madhya Pradesh',81,0,2014,29873.183,15.065,20.1,0.25
3,'Madhya Pradesh',103,0,2014,31923.587,15.065,20.1,0.25
16,'Tamil Nadu',150,0,2012,36356.874,14.92,4.9,0.25
10,'Tamil Nadu',144,0,2013,28508.193,15.305,29.5,0.25
7,'Uttar Pradesh',168,1,2012,25087.265,22.51,138.83,0.25
12,'Uttar Pradesh',197,1,2012,39602.293,22.51,138.83,0.25
7,'Uttar Pradesh',201,1,2013,39431.327,23.0075,162.93,0.25
12,Uttarakhand,208,1,2013,85224.353,23.0075,228.3,0.25
12,Uttarakhand,210,1,2013,86260.533,23.0075,228.3,0.25
4,Orissa,127,1,2014,21957.6,22.7575,318.85,0.250072
18,Uttarakhand,211,1,2012,97196.441,22.51,257.98,0.250755
12,'Uttar Pradesh',187,1,2014,16090.9,22.7575,136,0.250952
12,Orissa,127,1,2013,15886.1,23.0075,308.5,0.251111
3,'Madhya Pradesh',95,1,2013,33417.451,23.0075,271.33,0.251298
3,Orissa,122,2,2012,15277.9,23.675,288.33,0.251852
4,'Madhya Pradesh',103,1,2012,20158,22.51,244.2,0.251852
12,'Uttar Pradesh',203,1,2014,16090.9,22.7575,136,0.251971
12,Kerala,73,1,2012,31331.57,22.51,323.2,0.252402
3,'Madhya Pradesh',68,1,2012,22808.413,22.51,244.2,0.252525
4,Orissa,127,0,2014,21957.6,15.065,10.9,0.252632
18,'Andhra Pradesh',2,1,2014,36458.6,22.7575,167.43,0.252993
13,Chhattisgarh,31,0,2012,16730.596,14.92,11.88,0.253333
3,'Madhya Pradesh',87,1,2014,35363.723,22.7575,187,0.253394
3,Chhattisgarh,28,0,2012,16545.034,14.92,11.88,0.253968
4,'Uttar Pradesh',188,1,2014,22742,22.7575,136,0.254001
12,Orissa,122,2,2013,15886.1,23.605,278.9,0.254167
18,'Tamil Nadu',137,1,2013,37912.961,23.0075,98.7,0.254237
4,Chhattisgarh,25,1,2012,20385.437,22.51,284.48,0.25441
3,Chhattisgarh,24,1,2012,25583.489,22.51,284.48,0.254902
12,'Uttar Pradesh',187,1,2012,38295.956,22.51,138.83,0.254925
3,'Madhya Pradesh',102,0,2013,32817.658,15.305,10.93,0.255385
12,'Uttar Pradesh',185,1,2012,41545.237,22.51,138.83,0.255791
4,'Madhya Pradesh',94,0,2014,25638.8,15.065,20.1,0.255814
3,'Madhya Pradesh',84,0,2012,36085.713,14.92,1.55,0.255814
12,Uttarakhand,212,1,2013,132762.174,23.0075,228.3,0.255814
12,'Uttar Pradesh',158,1,2012,43386.004,22.51,138.83,0.255882
12,Orissa,122,0,2013,15886.1,15.305,3.3,0.255949
12,'Uttar Pradesh',173,1,2012,23626.475,22.51,138.83,0.256036
3,'Madhya Pradesh',83,1,2012,22683.48,22.51,244.2,0.256055
4,'Madhya Pradesh',68,1,2014,25638.8,22.7575,187,0.256111
3,'Madhya Pradesh',107,0,2014,28428.334,15.065,20.1,0.256228
12,'Uttar Pradesh',171,1,2012,25018.889,22.51,138.83,0.256534
3,Orissa,132,0,2014,21877.201,15.065,10.9,0.256701
12,'Uttar Pradesh',174,1,2012,23626.475,22.51,138.83,0.257006
16,Orissa,126,0,2014,25490.952,15.065,10.9,0.257143
13,Chhattisgarh,23,0,2012,30079.647,14.92,11.88,0.257143
12,Uttarakhand,208,1,2012,97196.441,22.51,257.98,0.257143
3,'Madhya Pradesh',94,1,2012,22683.48,22.51,244.2,0.258039
16,'Tamil Nadu',145,0,2012,39576.571,14.92,4.9,0.258065
4,Orissa,123,2,2014,21957.6,23.8,313.95,0.258333
12,Orissa,131,2,2012,12859.9,23.675,288.33,0.258537
12,Uttarakhand,215,1,2012,97196.441,22.51,257.98,0.258621
3,'Madhya Pradesh',102,1,2012,22682.631,22.51,244.2,0.259184
16,'Uttar Pradesh',163,0,2014,41477.3,15.065,24.25,0.25987
18,'Tamil Nadu',142,1,2013,60498.408,23.0075,98.7,0.260127
4,'Madhya Pradesh',99,1,2012,20158,22.51,244.2,0.260252
9,'Madhya Pradesh',66,1,2012,34604.536,22.51,244.2,0.260536
12,Uttarakhand,211,1,2013,85545.173,23.0075,228.3,0.26087
4,Orissa,121,1,2012,13917.7,22.51,262.43,0.261111
12,Orissa,1,2,2012,12859.9,23.675,288.33,0.261194
3,Chhattisgarh,23,0,2012,16545.034,14.92,11.88,0.261538
3,'Tamil Nadu',139,1,2013,25275.4,23.0075,98.7,0.261905
12,'Andhra Pradesh',3,0,2013,27358.5,15.305,8.65,0.262215
3,'Tamil Nadu',150,1,2013,25275.4,23.0075,98.7,0.262318
12,'Andhra Pradesh',14,0,2013,27358.5,15.305,8.65,0.262346
3,Chhattisgarh,29,1,2012,20502.786,22.51,284.48,0.26236
3,'Tamil Nadu',138,1,2013,25275.4,23.0075,98.7,0.26257
12,'Andhra Pradesh',5,0,2013,27358.5,15.305,8.65,0.262857
12,'Andhra Pradesh',10,0,2013,27358.5,15.305,8.65,0.262874
12,Orissa,133,0,2012,12859.9,14.92,14.6,0.262998
4,Orissa,125,0,2013,15777,15.305,3.3,0.262999
12,'Andhra Pradesh',218,0,2013,27358.5,15.305,8.65,0.263017
3,'Tamil Nadu',143,1,2013,25275.4,23.0075,98.7,0.263158
3,'Madhya Pradesh',91,1,2014,37885.864,22.7575,187,0.263158
7,'Uttar Pradesh',201,1,2012,32954.695,22.51,138.83,0.263158
18,Uttarakhand,209,1,2012,97196.441,22.51,257.98,0.263158
4,Haryana,219,1,2012,35491.553,22.51,89.45,0.263505
4,'Madhya Pradesh',75,1,2012,20158,22.51,244.2,0.26406
18,'Andhra Pradesh',6,0,2012,34541.1,14.92,10.08,0.264474
3,'Tamil Nadu',148,1,2013,25275.4,23.0075,98.7,0.26458
3,'Tamil Nadu',137,1,2013,25275.4,23.0075,98.7,0.264706
18,'Andhra Pradesh',6,1,2012,34541.1,22.51,207.4,0.264997
3,Orissa,122,1,2014,27059.699,22.7575,318.85,0.265116
4,'Madhya Pradesh',91,1,2013,20336.1,23.0075,271.33,0.265651
3,Orissa,1,0,2013,16405.6,15.305,3.3,0.265753
3,'Madhya Pradesh',76,1,2013,36510.131,23.0075,271.33,0.265932
12,Orissa,120,2,2014,24694.3,23.8,313.95,0.266667
3,Chhattisgarh,27,1,2012,25808.48,22.51,284.48,0.266932
7,'Uttar Pradesh',155,1,2012,23917.183,22.51,138.83,0.267045
3,'Uttar Pradesh',163,1,2012,25697.146,22.51,138.83,0.267139
7,'Uttar Pradesh',192,1,2012,26700.531,22.51,138.83,0.267402
4,'Madhya Pradesh',98,1,2012,20158,22.51,244.2,0.267466
7,'Uttar Pradesh',192,1,2013,39431.327,23.0075,162.93,0.267616
7,'Uttar Pradesh',155,1,2013,38779.6,23.0075,162.93,0.267724
3,'Tamil Nadu',136,1,2013,25275.4,23.0075,98.7,0.267823
12,'Andhra Pradesh',218,1,2013,27358.5,23.0075,207.25,0.267866
12,Orissa,131,0,2013,15886.1,15.305,3.3,0.268033
16,'Madhya Pradesh',100,0,2014,34489.1,15.065,20.1,0.268263
4,Orissa,133,1,2013,15777,23.0075,308.5,0.268984
17,'Madhya Pradesh',106,1,2012,40949.505,22.51,244.2,0.269231
4,'Madhya Pradesh',106,1,2012,20158,22.51,244.2,0.269466
7,'Uttar Pradesh',192,1,2014,42175.801,22.7575,136,0.269515
4,'Madhya Pradesh',87,0,2012,20158,14.92,1.55,0.270015
3,'Madhya Pradesh',90,1,2013,34293.528,23.0075,271.33,0.270118
7,'Uttar Pradesh',155,1,2014,38790.528,22.7575,136,0.270572
4,Orissa,129,0,2012,13917.7,14.92,14.6,0.270997
3,'Madhya Pradesh',76,0,2013,35480.024,15.305,10.93,0.271955
4,Orissa,122,1,2013,15777,23.0075,308.5,0.272063
12,Orissa,122,2,2014,24694.3,23.8,313.95,0.27234
18,Gujarat,40,1,2012,25431.4,22.51,169.85,0.272727
4,'Madhya Pradesh',84,0,2012,20158,14.92,1.55,0.272727
4,Chhattisgarh,27,0,2012,16545.034,14.92,11.88,0.272727
3,'Madhya Pradesh',80,0,2012,45425.219,14.92,1.55,0.272727
3,'Madhya Pradesh',84,1,2013,58590.548,23.0075,271.33,0.272727
12,Uttarakhand,213,1,2013,132762.174,23.0075,228.3,0.272727
4,Orissa,120,0,2013,15777,15.305,3.3,0.27302
3,'Madhya Pradesh',86,1,2014,35176.439,22.7575,187,0.273684
3,'Madhya Pradesh',83,0,2014,33859.446,15.065,20.1,0.273973
4,Chhattisgarh,23,0,2012,16606.241,14.92,11.88,0.274809
4,Orissa,119,0,2012,13917.7,14.92,14.6,0.275023
9,Chhattisgarh,22,1,2012,41072.669,22.51,284.48,0.275151
3,'Madhya Pradesh',99,1,2014,21910.174,22.7575,187,0.275657
3,Haryana,233,1,2013,32243.481,23.0075,78.03,0.275862
4,'Uttar Pradesh',163,1,2012,16340.7,22.51,138.83,0.275986
18,'Madhya Pradesh',76,1,2012,27012.4,22.51,244.2,0.276258
3,'Madhya Pradesh',75,1,2014,22741.154,22.7575,187,0.27649
